annotation_id,view_name,view_type,category,annotation_type,value,x,y,extra,target_element_ids
85,Elevation C,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0,0,WH_Arial_2.5mm_Transparent,8738559|12372445|12316453
86,Elevation A,Elevation,Dimensions,Linear Dimension Style,2440.00,0,0,Linear Dimension Style,12368616|12368617
87,Elevation A,Elevation,Dimensions,Linear Dimension Style,260.00,0,0,Linear Dimension Style,12368616|12368616
88,Elevation A,Elevation,Dimensions,Linear Dimension Style,420.00,0,0,Linear Dimension Style,12368660|12368661
89,Elevation A,Elevation,Dimensions,Linear Dimension Style,1780.00,0,0,Linear Dimension Style,12368660|12368660
90,Elevation A,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0,0,WH_Arial_2.5mm_Transparent,8738452|12370739|8738462|12287395
91,Elevation C,Elevation,Dimensions,Linear Dimension Style,380.00,0,0,Linear Dimension Style,12368774|12368775
92,Elevation C,Elevation,Dimensions,Linear Dimension Style,1940.00,0,0,Linear Dimension Style,12368774|12368774
93,Elevation C,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0,0,Alignment,12305868|8737655
94,Elevation C,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0,0,Alignment,12317891|12294476
95,Elevation C,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0,0,Alignment,12305178|12294501
96,Elevation C,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0,0,Alignment,12304992|8738448
97,Elevation C,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0,0,Alignment,12304992|12287194
98,Elevation C,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0,0,Alignment,12304992|8738448
99,Elevation C,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0,0,Alignment,12304992|8737655
100,Elevation C,Elevation,Dimensions,Linear Dimension Style,1120.00,0,0,Linear Dimension Style,12370245|12370246
101,Elevation C,Elevation,Dimensions,Linear Dimension Style,1220.00,0,0,Linear Dimension Style,12370245|12370245
102,Elevation C,Elevation,Dimensions,Linear Dimension Style,940.00,0,0,Linear Dimension Style,12370350|12370351
103,Elevation C,Elevation,Dimensions,Linear Dimension Style,520.00,0,0,Linear Dimension Style,12370350|12370350
104,Elevation C,Elevation,Dimensions,Linear Dimension Style,220.00,0,0,Linear Dimension Style,12370368|12370369
105,Elevation C,Elevation,Dimensions,Linear Dimension Style,2140.00,0,0,Linear Dimension Style,12370368|12370368
106,Elevation A,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0,0,Alignment,8738462|12370739
107,Elevation B,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0,0,Alignment,12374097|8738448
108,Elevation B,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0,0,Alignment,12374097|12358377
109,Elevation B,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0,0,Alignment,12374097|12358377
110,Elevation B,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0,0,Alignment,12287194|12374097
111,Elevation B,Elevation,Dimensions,Linear Dimension Style,420.00,0,0,Linear Dimension Style,12374727|12374728
112,Elevation B,Elevation,Dimensions,Linear Dimension Style,1900.00,0,0,Linear Dimension Style,12374727|12374727
113,Elevation B,Elevation,Dimensions,Linear Dimension Style,880.00,0,0,Linear Dimension Style,12374742|12374743
114,Elevation B,Elevation,Dimensions,Linear Dimension Style,1149.37,0,0,Linear Dimension Style,12374743|12374749
115,Elevation B,Elevation,Dimensions,Linear Dimension Style,900.00,0,0,Linear Dimension Style,12374748|12374749
116,Elevation B,Elevation,Dimensions,Linear Dimension Style,673.58,0,0,Linear Dimension Style,12374749|12374755
117,Elevation B,Elevation,Dimensions,Linear Dimension Style,920.00,0,0,Linear Dimension Style,12374754|12374755
118,Elevation B,Elevation,Dimensions,Linear Dimension Style,10.85,0,0,Linear Dimension Style,12374754|12374743
119,Elevation B,Elevation,Dimensions,Linear Dimension Style,38.09,0,0,Linear Dimension Style,12374754|12374750
120,Elevation B,Elevation,Dimensions,Linear Dimension Style,460.00,0,0,Linear Dimension Style,12374755|12374756
121,Elevation B,Elevation,Dimensions,Linear Dimension Style,460.00,0,0,Linear Dimension Style,12374742|12374742
122,Elevation B,Elevation,Dimensions,Linear Dimension Style,440.00,0,0,Linear Dimension Style,12374749|12374750
123,Elevation D,Elevation,Dimensions,Linear Dimension Style,420.00,0,0,Linear Dimension Style,12375915|12375916
124,Elevation D,Elevation,Dimensions,Linear Dimension Style,1840.00,0,0,Linear Dimension Style,12375915|12375915
125,Elevation D,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0,0,Alignment,12307351|8737333
126,Elevation D,Elevation,Dimensions,Linear Dimension Style,480.00,0,0,Linear Dimension Style,12376127|12376128
127,Elevation D,Elevation,Dimensions,Linear Dimension Style,360.00,0,0,Linear Dimension Style,12376127|12376127
128,Elevation A,Elevation,Dimensions,WH_Arial_2.3mm_Transparent,200.00,0,0,WH_Arial_2.3mm_Transparent,12377128|8737611
129,Elevation A,Elevation,Dimensions,WH_Arial_2.3mm_Transparent,,0,0,WH_Arial_2.3mm_Transparent,8737333|12377128|12377128
130,Elevation A,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0,0,Alignment,12300099|8737333
131,Elevation A,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0,0,Alignment,12326935|12358818
132,Elevation A,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0,0,Alignment,12300374|8737333
133,Elevation A,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0,0,Alignment,12379464|8737333
134,Elevation A,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0,0,Alignment,12379465|8737333
135,Elevation A,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0,0,Alignment,12379466|8737333
136,Elevation A,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0,0,Alignment,12379467|8737333
137,Elevation A,Elevation,Dimensions,Linear Dimension Style,700.00,0,0,Linear Dimension Style,12379505|12379506
138,Elevation A,Elevation,Dimensions,Linear Dimension Style,900.00,0,0,Linear Dimension Style,12379505|12379505
139,Elevation C,Elevation,Dimensions,WH_Arial_2.3mm_Transparent,,0,0,WH_Arial_2.3mm_Transparent,8738559|12358818|12377383|12377383|2446354
140,Elevation C,Elevation,Dimensions,WH_Arial_2.3mm_Transparent,,0,0,WH_Arial_2.3mm_Transparent,12287395|12377628|12377628|12377383|12377383
141,Elevation C,Elevation,Dimensions,WH_Arial_2.3mm_Transparent,100.00,0,0,WH_Arial_2.3mm_Transparent,12358818|12377628
142,Elevation C,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0,0,Alignment,12380238|12358818
143,Elevation C,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0,0,Alignment,12380239|12358818
144,Elevation C,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0,0,Alignment,12380240|12358818
145,Elevation C,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0,0,Alignment,12380241|12358818
146,Elevation C,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0,0,Alignment,8738559|12380278
147,Elevation C,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0,0,Alignment,12380279|12358818
148,Elevation C,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0,0,Alignment,12380280|12358818
149,Elevation C,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0,0,Alignment,12380281|12358818
150,Elevation C,Elevation,Dimensions,Linear Dimension Style,840.00,0,0,Linear Dimension Style,12380317|12380318
151,Elevation C,Elevation,Dimensions,Linear Dimension Style,420.00,0,0,Linear Dimension Style,12380317|12380317
152,Elevation B,Elevation,Dimensions,Linear Dimension Style,300.00,0,0,Linear Dimension Style,12391368|12391369
153,Elevation B,Elevation,Dimensions,Linear Dimension Style,2580.00,0,0,Linear Dimension Style,12391368|12391368
154,Elevation B,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0,0,WH_Arial_2.5mm_Transparent,12287194|12397714|12397714|12397066
155,Elevation C,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0,0,Alignment,12368820|12358377
156,Elevation D,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0,0,Alignment,12307652|8737333
157,Elevation D,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0,0,Alignment,12307395|8738452
158,Elevation D,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0,0,Alignment,12307413|12342897
159,Elevation D,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0,0,Alignment,12308691|8738462
160,Elevation C,Elevation,Dimensions,Linear Dimension Style,3298.38,0,0,Linear Dimension Style,12393807|12393808
161,Elevation C,Elevation,Dimensions,Linear Dimension Style,580.00,0,0,Linear Dimension Style,12393807|12393807
162,Elevation D,Elevation,Dimensions,Linear Dimension Style,1020.00,0,0,Linear Dimension Style,12376079|12376080
163,Elevation D,Elevation,Dimensions,Linear Dimension Style,716.60,0,0,Linear Dimension Style,12376078|12376084
164,Elevation D,Elevation,Dimensions,Linear Dimension Style,940.00,0,0,Linear Dimension Style,12376084|12376084
165,Elevation D,Elevation,Dimensions,Linear Dimension Style,13.49,0,0,Linear Dimension Style,12376080|12376086
166,Elevation D,Elevation,Dimensions,Linear Dimension Style,440.00,0,0,Linear Dimension Style,12376079|12376079
167,Elevation D,Elevation,Dimensions,Linear Dimension Style,460.00,0,0,Linear Dimension Style,12376086|12376084
168,Elevation D,Elevation,Dimensions,Linear Dimension Style,1400.00,0,0,Linear Dimension Style,12393886|12393887
169,Elevation D,Elevation,Dimensions,Linear Dimension Style,500.00,0,0,Linear Dimension Style,12393886|12393886
170,Elevation C,Elevation,Dimensions,Linear Dimension Style,810.00,0,0,Linear Dimension Style,12396949|12396950
171,Elevation C,Elevation,Dimensions,Linear Dimension Style,450.00,0,0,Linear Dimension Style,12396949|12396949
172,Elevation B,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0,0,Alignment,12397066|12395581
173,Elevation B,Elevation,Dimensions,Linear Dimension Style,220.00,0,0,Linear Dimension Style,12397307|12397308
174,Elevation B,Elevation,Dimensions,Linear Dimension Style,2200.00,0,0,Linear Dimension Style,12397307|12397307
175,Elevation B,Elevation,Dimensions,Linear Dimension Style,50.00,0,0,Linear Dimension Style,12397759|12397760
176,Elevation B,Elevation,Dimensions,Linear Dimension Style,2400.00,0,0,Linear Dimension Style,12397759|12397759
177,Elevation B,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0,0,WH_Arial_2.5mm_Transparent,2446354|12397714|12397714|12306326
178,Elevation B,Elevation,Dimensions,Linear Dimension Style,307.13,0,0,Linear Dimension Style,12398010|12398011
179,Elevation B,Elevation,Dimensions,Linear Dimension Style,3078.35,0,0,Linear Dimension Style,12398010|12398010
180,Elevation A,Elevation,Dimensions,Linear Dimension Style,340.00,0,0,Linear Dimension Style,12398694|12398695
181,Elevation A,Elevation,Dimensions,Linear Dimension Style,642.97,0,0,Linear Dimension Style,12398693|12398699
182,Elevation A,Elevation,Dimensions,Linear Dimension Style,980.00,0,0,Linear Dimension Style,12398699|12398699
183,Elevation A,Elevation,Dimensions,Linear Dimension Style,665.94,0,0,Linear Dimension Style,12398695|12398701
184,Elevation A,Elevation,Dimensions,Linear Dimension Style,800.00,0,0,Linear Dimension Style,12398701|12398699
185,Elevation A,Elevation,Dimensions,Linear Dimension Style,34.06,0,0,Linear Dimension Style,12398699|12398694
186,Elevation A,Elevation,Dimensions,Linear Dimension Style,540.00,0,0,Linear Dimension Style,12399702|12399703
187,Elevation A,Elevation,Dimensions,Linear Dimension Style,340.00,0,0,Linear Dimension Style,12399702|12399702
188,Elevation A,Elevation,TextNotes,text_note,140~125mm THK RC SLAB,32.18232749461417,0,WH_Arial_2.0mm_Transparent,
189,Elevation A,Elevation,TextNotes,text_note,AC LEDGE,33.32218444584291,300.63031158178615,WH_Arial_2.5mm_Bold_Transparent_Dark Purple_WF-1,
190,Elevation A,Elevation,TextNotes,text_note,75mm THKROOF SLAB,34.10263052780217,0,WH_Arial_2.0mm_Transparent,
191,Elevation C,Elevation,TextNotes,text_note,ACLEDGE,-352.9863830267481,-87.31122513054062,WH_Arial_2.5mm_Bold_Transparent_Dark Purple_WF-1,
192,Elevation C,Elevation,TextNotes,text_note,KITCHEN,-352.9863830267481,-80.68768142237012,WH_Arial_2.5mm_Bold_Transparent_Dark Purple_WF-1,
193,Elevation C,Elevation,TextNotes,text_note,160mm THK RC SLAB,0,-84.68492965387372,WH_Arial_2.0mm_Transparent,
194,Elevation C,Elevation,TextNotes,text_note,140~125mm THK. RC SLAB,0,-89.07448365542982,WH_Arial_2.0mm_Transparent,
195,Elevation C,Elevation,TextNotes,text_note,75mm THK ROOF SLAB,0,-85.46541189219954,WH_Arial_2.0mm_Transparent,
196,Elevation B,Elevation,TextNotes,text_note,160mm THK RC SLAB,35.97197275364903,0,WH_Arial_2.0mm_Transparent,
197,Elevation B,Elevation,TextNotes,text_note,KITCHEN,33.216871007562986,-467.0526250269867,WH_Arial_2.5mm_Bold_Transparent_Dark Purple_WF-1,
198,Elevation D,Elevation,TextNotes,text_note,AC LEDGE,419.7475246724239,-88.21751033861706,WH_Arial_2.5mm_Bold_Transparent_Dark Purple_WF-1,
199,Elevation D,Elevation,TextNotes,text_note,KITCHEN,419.7475246724239,-80.27787779268527,WH_Arial_2.5mm_Bold_Transparent_Dark Purple_WF-1,
200,Elevation D,Elevation,TextNotes,text_note,160mm THKRC SLAB,0,-79.2673542275457,WH_Arial_2.0mm_Transparent,
201,Elevation D,Elevation,TextNotes,text_note,75mm THKROOF SLAB,0,-79.26735422754571,WH_Arial_2.0mm_Transparent,
202,Elevation D,Elevation,TextNotes,text_note,SLAB OPENING TO CAST OVER,0,-90.1641745786279,WH_Arial_2.0mm_Transparent,
203,Elevation C,Elevation,TextNotes,text_note,DOWN HANG WALL,0,-80.59243909918398,WH_Arial_2.0mm_Transparent,
204,Elevation A,Elevation,TextNotes,text_note,UNIT FFL,24.43422739904699,332.27561386235084,WH_Arial_3.0mm_Transparent,
205,Elevation A,Elevation,TextNotes,text_note,UNIT FFL,24.43422739904697,332.27561386235084,WH_Arial_3.0mm_Transparent,
206,Elevation B,Elevation,TextNotes,text_note,UNIT FFL,42.16145257499217,-498.69792730755125,WH_Arial_3.0mm_Transparent,
207,Elevation B,Elevation,TextNotes,text_note,UNIT FFL,42.16145257499217,-498.69792730755125,WH_Arial_3.0mm_Transparent,
208,Elevation C,Elevation,TextNotes,text_note,UNIT FFL,-384.63168530731326,-94.89058930953543,WH_Arial_3.0mm_Transparent,
209,Elevation C,Elevation,TextNotes,text_note,UNIT FFL,-384.63168530731326,-94.89058930953546,WH_Arial_3.0mm_Transparent,
210,Elevation D,Elevation,TextNotes,text_note,UNIT FFL,451.39282695298846,-71.53527698344807,WH_Arial_3.0mm_Transparent,
211,Elevation D,Elevation,TextNotes,text_note,UNIT FFL,451.39282695298846,-71.53527698344804,WH_Arial_3.0mm_Transparent,
212,Elevation D,Elevation,TextNotes,text_note,175mm THK.RC SLAB,0,-86.56220076430746,WH_Arial_2.0mm_Transparent,
213,Elevation C,Elevation,TextNotes,text_note,M&E WALL OPENING,0,-79.00850741203779,WH_Arial_2.0mm_Transparent,
214,Elevation A,Elevation,TextNotes,text_note,M&E WALL OPENING,27.301549546358256,0,WH_Arial_2.0mm_Transparent,
215,Elevation C,Elevation,Tags,Structural Framing Tags,TB1R200(W)x275(D),33.497672167838786,-74.7153251788201,With TOP,8738448
216,Elevation D,Elevation,Tags,Structural Framing Tags,TB1R200(W)x275(D),29.724706356738444,-80.32300477018445,With TOP,8738452
217,Elevation D,Elevation,Tags,Structural Framing Tags,TB1R200(W)x275(D),33.497672167838786,-74.69310964715933,With TOP,8738448
218,Elevation B,Elevation,Tags,Structural Framing Tags,TB1R200(W)x275(D),32.73497299861685,-76.72122228743709,With TOP,8738448
219,Elevation B,Elevation,Tags,Structural Framing Tags,TB6B200(W)x275(D),39.348504691379055,-81.45521859525294,With TOP,12316453
220,Elevation B,Elevation,Tags,Structural Framing Tags,TB1R200(W)x275(D),27.41512238601391,-81.454894533964,With TOP,8738452
221,Elevation A,Elevation,Tags,Revision Cloud Tags,A,38.062631838646084,-90.77388789327946,Revision 0 Tag-2.5mm,12368613
222,Elevation A,Elevation,Tags,Revision Cloud Tags,A,25.795358277927267,-90.77388789327946,Revision 0 Tag-2.5mm,12368657
223,Elevation C,Elevation,Tags,Revision Cloud Tags,A,38.41781644831751,-91.65664646447797,Revision 0 Tag-2.5mm,12368770
224,Elevation C,Elevation,Tags,Revision Cloud Tags,A,38.41781644831751,-90.02114966990686,Revision 0 Tag-2.5mm,12370242
225,Elevation C,Elevation,Tags,Revision Cloud Tags,A1,38.41781644831751,-74.19189438064952,Revision 0 Tag-2.5mm,12370347
