annotation_id,view_name,view_type,category,annotation_type,value,x,y,extra,target_element_ids
162,Elevation D,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0.0,0.0,WH_Arial_2.5mm_Transparent,2446354|12311632|12311896
163,Elevation C,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0.0,0.0,WH_Arial_2.5mm_Transparent,12380627|12309499|2446354
164,Elevation C,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0.0,0.0,Alignment,12302524|8738399
165,Elevation C,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0.0,0.0,Alignment,12302524|12321703
166,Elevation C,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0.0,0.0,Alignment,12302324|8738334
167,Elevation C,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0.0,0.0,Alignment,8738334|12302296
168,Elevation C,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0.0,0.0,Alignment,12337636|12388181
169,Elevation C,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0.0,0.0,Alignment,12323275|12322058
170,Elevation C,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0.0,0.0,Alignment,12301444|8738655
171,Elevation A,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0.0,0.0,Alignment,12307565|8738334
172,Elevation A,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0.0,0.0,Alignment,12299535|8738334
173,Elevation A,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0.0,0.0,Alignment,12335680|12345593
174,Elevation A,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0.0,0.0,Alignment,12286941|12299810
175,Elevation A,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0.0,0.0,Alignment,12319757|8738655
176,Elevation A,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0.0,0.0,Alignment,12320324|8738655
177,Elevation B,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0.0,0.0,Alignment,12310524|8738397
178,Elevation B,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0.0,0.0,Alignment,12310524|12288085
179,Elevation B,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0.0,0.0,Alignment,12310524|12288089
180,Elevation B,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0.0,0.0,Alignment,12310524|8738397
181,Elevation B,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0.0,0.0,Alignment,12310414|12287244
182,Elevation B,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0.0,0.0,Alignment,12310414|8738397
183,Elevation B,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0.0,0.0,Alignment,12310414|8738399
184,Elevation D,Elevation,Dimensions,WH_Arial_2.3mm_Transparent,,0.0,0.0,WH_Arial_2.3mm_Transparent,12288085|12394677|12394677
185,Elevation D,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0.0,0.0,Alignment,12297520|12395164
186,Elevation D,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0.0,0.0,Alignment,12395211|12297520
187,Elevation D,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0.0,0.0,Alignment,12395212|12297520
188,Elevation D,Elevation,Dimensions,WH_Arial_2.3mm_Transparent,225.00,0.0,0.0,WH_Arial_2.3mm_Transparent,12394677|12311218
189,Elevation D,Elevation,Dimensions,WH_Arial_2.3mm_Transparent,,0.0,0.0,WH_Arial_2.3mm_Transparent,12297520|12394839|12394839
190,Elevation D,Elevation,Dimensions,Linear Dimension Style,1600.00,0.0,0.0,Linear Dimension Style,12395419|12395420
191,Elevation D,Elevation,Dimensions,Linear Dimension Style,940.00,0.0,0.0,Linear Dimension Style,12395419|12395419
192,Elevation C,Elevation,Dimensions,Linear Dimension Style,1310.43,0.0,0.0,Linear Dimension Style,12397733|12397734
193,Elevation C,Elevation,Dimensions,Linear Dimension Style,684.51,0.0,0.0,Linear Dimension Style,12397733|12397733
194,Elevation D,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0.0,0.0,Alignment,12311218|12386425
195,Elevation D,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0.0,0.0,Alignment,12385794|12386425
196,Elevation D,Elevation,Dimensions,Linear Dimension Style,660.00,0.0,0.0,Linear Dimension Style,12398130|12398131
197,Elevation D,Elevation,Dimensions,Linear Dimension Style,3479.96,0.0,0.0,Linear Dimension Style,12398130|12398130
198,Elevation D,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0.0,0.0,Alignment,12395210|12297520
199,Elevation D,Elevation,Dimensions,Linear Dimension Style,150.00,0.0,0.0,Linear Dimension Style,12395211|12395212
200,Elevation D,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0.0,0.0,Alignment,12395161|12297520
201,Elevation D,Elevation,Dimensions,Linear Dimension Style,650.00,0.0,0.0,Linear Dimension Style,12395161|12395161
202,Elevation D,Elevation,Dimensions,Linear Dimension Style,150.00,0.0,0.0,Linear Dimension Style,12395161|12395163
203,Elevation D,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0.0,0.0,WH_Arial_2.5mm_Transparent,12394677|12394839|12394839|12394677
204,Elevation D,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,2395.00,0.0,0.0,WH_Arial_2.5mm_Transparent,12332369|2446354
205,Elevation D,Elevation,Dimensions,Linear Dimension Style,1900.00,0.0,0.0,Linear Dimension Style,12401174|12401175
206,Elevation D,Elevation,Dimensions,Linear Dimension Style,2920.00,0.0,0.0,Linear Dimension Style,12401174|12401174
207,Elevation D,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,65.00,0.0,0.0,WH_Arial_2.5mm_Transparent,12311379|12380712
208,Elevation D,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,,0.0,0.0,Alignment,12409088|8738655
209,Elevation D,Elevation,Dimensions,Linear Dimension Style,4580.00,0.0,0.0,Linear Dimension Style,12409371|12409372
210,Elevation D,Elevation,Dimensions,Linear Dimension Style,280.00,0.0,0.0,Linear Dimension Style,12409371|12409371
211,Elevation A,Elevation,TextNotes,text_note,UNIT FFL,16.563295666954627,341.2988230800067,WH_Arial_3.0mm_Transparent,10693233|10693547|10912740
212,Elevation A,Elevation,TextNotes,text_note,UNIT FFL,16.56329566695461,341.2988230800067,WH_Arial_3.0mm_Transparent,10693233|10693547|10912740
213,Elevation A,Elevation,TextNotes,text_note,BATH,26.669092545481696,309.653520799442,WH_Arial_2.5mm_Bold_Transparent_Dark Purple_WF-1,10693233|10693547|10912740
214,Elevation C,Elevation,TextNotes,text_note,BEDROOM 2,-359.7724136461398,-59.89736663325883,WH_Arial_2.5mm_Bold_Transparent_Dark Purple_WF-1,10693233|10693547|10912740
215,Elevation C,Elevation,TextNotes,text_note,BATH,-359.7724136461398,-74.49447632252956,WH_Arial_2.5mm_Bold_Transparent_Dark Purple_WF-1,10693233|10693547|10912740
216,Elevation B,Elevation,TextNotes,text_note,BEDROOM 2,24.82914284591994,-444.7028587866631,WH_Arial_2.5mm_Bold_Transparent_Dark Purple_WF-1,12295527|12296299|12295518
RC SLAB,26.863593925847038,0,WH_Arial_2.0mm_Transparent,,None,,,,
RC SLAB,21.86060468212758,0,WH_Arial_2.0mm_Transparent,,None,,,,
ROOF SLAB,21.54229318446951,0,WH_Arial_2.0mm_Transparent,,None,,,,
SLAB OVER,3.552713678800501E-15,-78.14701828980895,WH_Arial_2.0mm_Transparent,,None,,,,
RC SLAB,3.552713678800501E-15,-72.4724505524205,WH_Arial_2.0mm_Transparent,,None,,,,
RC SLAB,0,-60.86863656004397,WH_Arial_2.0mm_Transparent,,None,,,,
RC SLAB,26.29806915664205,0,WH_Arial_2.0mm_Transparent,,None,,,,
224,Elevation B,Elevation,TextNotes,text_note,75mm THK ROOF SLAB,26.26040213110449,0.0,WH_Arial_2.0mm_Transparent,10693233|10693547|10912740
WALL,0,-65.03060033752702,WH_Arial_2.0mm_Transparent,,None,,,,
226,Elevation D,Elevation,TextNotes,text_note,75mm THK ROOF SLAB,0.0,-72.44301826889041,WH_Arial_2.0mm_Transparent,12313721|12312252|12312311
