id,category,family,type,level_id,host_id,min_x,min_y,min_z,max_x,max_y,max_z,cx,cy,cz,length,height,thickness,area,width,depth,dir_x,dir_y,dir_z,room_name,room_number,level_elevation
2446354,Levels,Level,WH_Project level,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,408.0544619422572
2446422,Levels,Level,WH_Project level,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,418.96325459317586
7742895,Levels,Level,WH_Project level,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,397.1456692913386
7949054,Levels,Level,WH_Project level,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,429.8720472440945
8170109,Rooms,UnknownFamily,UnknownType,7949054,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Room 1,1,0
8628934,Levels,Level,WH_Project level,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,440.7808398950132
8737625,Walls,Basic Wall,S(90)=90RC_NLBW_PPVC,-1,-1,30.23323651335192,-129.46072360058454,450.32808398950124,39.09150425700065,-129.16544800922262,460.4822834645669,34.66237038517629,-129.31308580490358,455.40518372703406,8.858267743621713,10.154199475065639,0.2952755905511811,0,0,0,1,9.15223252408497E-11,0,,,0
8737744,Floors,Floor,S(130)=130RC_PPVC,2446354,-1,29.905152523864118,-147.66938501709583,450.1804461942257,39.3867798475518,-135.9403823932106,450.6069553805774,34.64596618570796,-141.8048837051532,450.39370078740154,0,0,0,95.85945175968706,0,0,0,0,0,,,0
8738852,Structural Framing,S_BEAM_PPVC,200(W)295(D),-1,-1,29.90515252386406,-148.32555299609848,449.6391076115485,39.38677982045199,-147.66938501709583,450.6069553805774,34.645966172158026,-147.99746900659716,450.12303149606294,9.48162729658781,0,0,0,0,0,0,0,0,,,0
8739025,Floors,Floor,S(75)=75RC_PPVC,2446422,-1,29.905152523864118,-147.96466060764703,460.2362204724409,39.38677984755183,-129.16544800922176,460.4822834645669,34.64596618570798,-138.5650543084344,460.3592519685039,0,0,0,160.86334463803212,0,0,0,0,0,,,0
8739293,Floors,Floor,S(140)=140RC_PPVC,2446354,-1,30.56132050286674,-151.6063928911115,449.6391076115485,38.7306118414493,-148.3255529961049,450.09842519685037,34.64596617215802,-149.96597294360822,449.86876640419945,0,0,0,26.802136937553378,0,0,0,0,0,,,0
