annotation_id,element_id,view_name,view_type,category,annotation_type,value,x,y,extra,target_element_ids
1,12300411,Elevation B,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,nan,0.0,0.0,WH_Arial_2.5mm_Transparent,2446422|2446354|12337730
2,12300468,Elevation B,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,nan,0.0,0.0,WH_Arial_2.5mm_Transparent,8738559|8737333|12289311|2446354|12286569
3,12300538,Elevation B,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,nan,0.0,0.0,WH_Arial_2.5mm_Transparent,12290350|8737333|12358818|12287395
4,12300551,Elevation B,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,2210.00,0.0,0.0,WH_Arial_2.5mm_Transparent,12290350|12287395
5,12300559,Elevation B,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,nan,0.0,0.0,WH_Arial_2.5mm_Transparent,12358818|12289311|8737333
6,12300662,Elevation B,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,nan,0.0,0.0,WH_Arial_2.5mm_Transparent,12287395|2446354|8738462
7,12300780,Elevation B,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,nan,0.0,0.0,WH_Arial_2.5mm_Transparent,12290350|8737611|8738462
8,12304162,Elevation D,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,nan,0.0,0.0,WH_Arial_2.5mm_Transparent,2446422|2446354|8738462
9,12304770,Elevation D,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,nan,0.0,0.0,WH_Arial_2.5mm_Transparent,12287194|12287395|8737611
10,12306081,Elevation D,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,nan,0.0,0.0,WH_Arial_2.5mm_Transparent,2446354|8737655
11,12306237,Elevation A,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,nan,0.0,0.0,WH_Arial_2.5mm_Transparent,12287194|2446354|12363680
12,12306249,Elevation A,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,nan,0.0,0.0,WH_Arial_2.5mm_Transparent,12287194|2446422
13,12306628,Elevation A,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,nan,0.0,0.0,WH_Arial_2.5mm_Transparent,2446354
14,12306884,Elevation A,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,nan,0.0,0.0,WH_Arial_2.5mm_Transparent,12287194|12358818|12286569
15,12306896,Elevation A,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,2210.00,0.0,0.0,WH_Arial_2.5mm_Transparent,12287194|12286569
16,12306953,Elevation A,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,nan,0.0,0.0,WH_Arial_2.5mm_Transparent,12287194|12316453|12294501|12286569
17,12306980,Elevation A,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,nan,0.0,0.0,WH_Arial_2.5mm_Transparent,12286569|8738448|2446354
18,12307804,Elevation C,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,nan,0.0,0.0,WH_Arial_2.5mm_Transparent,2446422|2446354|12286569
19,12307816,Elevation C,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,nan,0.0,0.0,WH_Arial_2.5mm_Transparent,2446422|12286569
20,12307839,Elevation C,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,nan,0.0,0.0,WH_Arial_2.5mm_Transparent,12286569|2446354|8738559
21,12307851,Elevation C,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,nan,0.0,0.0,WH_Arial_2.5mm_Transparent,8737611|2446354|8738462
22,12307882,Elevation C,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,3940.00,0.0,0.0,WH_Arial_2.5mm_Transparent,8737611|12286569
23,12307898,Elevation C,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,3940.00,0.0,0.0,WH_Arial_2.5mm_Transparent,8737611|12286569
24,12323591,Elevation B,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,nan,0.0,0.0,WH_Arial_2.5mm_Transparent,2446354|8738462|12337730
25,12326737,Elevation B,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,nan,0.0,0.0,WH_Arial_2.5mm_Transparent,8737611|8738462|12287395
26,12327606,Elevation D,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,nan,0.0,0.0,WH_Arial_2.5mm_Transparent,8738462|12287395|2446422
27,12328226,Elevation D,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,nan,0.0,0.0,WH_Arial_2.5mm_Transparent,8738462|2446354|12287395
28,12370812,Elevation B,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,nan,0.0,0.0,WH_Arial_2.5mm_Transparent,12286569|2446422
29,12372840,Elevation D,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,3890.00,0.0,0.0,WH_Arial_2.5mm_Transparent,8738462|12287194
30,12372847,Elevation D,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,nan,0.0,0.0,WH_Arial_2.5mm_Transparent,8738462|12287395|12316453|12287194
31,12373061,Elevation D,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,2890.00,0.0,0.0,WH_Arial_2.5mm_Transparent,12287395|12287194
32,12377108,Elevation A,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,nan,0.0,0.0,WH_Arial_2.5mm_Transparent,2446422|2446354|12287194
33,12378251,Elevation D,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,nan,0.0,0.0,WH_Arial_2.5mm_Transparent,8738462|2446354
34,12378495,Elevation D,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,nan,0.0,0.0,WH_Arial_2.5mm_Transparent,12287194|12358377|2446354
35,12378657,Elevation D,Elevation,Dimensions,WH_Arial_2.5mm_Transparent,nan,0.0,0.0,WH_Arial_2.5mm_Transparent,12316453|12363680|12358377
